LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
c $1-2 million,"DAIYA HEALTHCARE, PLLC",603 GRAHAM AVE NE,RENTON,WA,98059,623110,Limited  Liability Company(LLC),,,,,30,5/1/2020,,
c $1-2 million,DALE E & ELAINE SHINTAFFER,3901 Airport Way,BELLINGHAM,WA,98226,424810,Subchapter S Corporation,,,,,83,4/28/2020,,
c $1-2 million,DANARD ELECTRIC INC,18819 38th Ave E,TACOMA,WA,98446,238210,Corporation,,,,,,4/30/2020,,
c $1-2 million,"DAVIDO CONSULTING GROUP, INC.",9706 4TH AVE NE STE 300,SEATTLE,WA,98115,541330,Subchapter S Corporation,,,,,0,4/13/2020,,
c $1-2 million,"DAVIS DOOR SERVICE, INC",2021 S GRAND ST,SEATTLE,WA,98144,238290,Corporation,,,,,91,4/14/2020,,
c $1-2 million,"DAYBREAK YOUTH SERVICES, INC.",960 E 3rd Ave,SPOKANE,WA,99202,624110,Non-Profit Organization,,,,,,4/28/2020,,
c $1-2 million,"DAYSPRING CONSTRUCTION, INC.",4798 Bittrich-Antler Rd,DEER PARK,WA,99006,238130,Subchapter S Corporation,,,,,0,4/13/2020,,
c $1-2 million,DE-EL ENTERPRISES INC.,17476 147TH ST SE Suite H,MONROE,WA,98272,444190,Corporation,,,,,97,4/6/2020,,
c $1-2 million,DECISIVE DATA,4116 148th Avenue Northeast,REDMOND,WA,98052,453998,Sole Proprietorship,,,,,60,4/14/2020,,
c $1-2 million,DEFINITIVE AUDIO INC,17606 128TH PL NE Building A,WOODINVILLE,WA,98072,443142,Corporation,,,,,59,4/8/2020,,
c $1-2 million,DELANO FARMS COMPANY,111 Market Street NE Suite 360,OLYMPIA,WA,98501,111332,Subchapter S Corporation,,,,,114,4/13/2020,,
c $1-2 million,DEN-TRI CO.,16212 Bothell Everett Hwy,MILL CREEK,WA,98012,722513,Subchapter S Corporation,,,,,340,4/28/2020,,
c $1-2 million,DENALI GROUP INC,"32125 32nd Avenue South, Suite 220 0.0",FEDERAL WAY,WA,98001,484121,Subchapter S Corporation,,,,,70,4/9/2020,,
c $1-2 million,"DENIC RESTAURANTS, INC. DBA IHOP #3251",2900 SE 164th Ave,VANCOUVER,WA,98683,722511,Subchapter S Corporation,,,,,197,4/28/2020,,
c $1-2 million,"DENNY MOUNTAIN MEDIA, LLC",1300 N NORTHLAKE WAY,SEATTLE,WA,98103,519130,Limited  Liability Company(LLC),,,,,81,5/22/2020,,
c $1-2 million,"DEWILS INDUSTRIES, INC.",6307 127TH AVE NE,VANCOUVER,WA,98682,337110,Subchapter S Corporation,,,,,82,5/3/2020,,
c $1-2 million,"DIAMOND KNOT BREWING CO., INC.",4602 CHENNAULT BEACH RD SUITE B1,MUKILTEO,WA,98275,312120,Corporation,,,,,98,4/7/2020,,
c $1-2 million,DIAMOND STRUCTURES INC,14410 SE PETROVITSKY RD Ste 205,RENTON,WA,98058,238110,Limited  Liability Company(LLC),,,,,0,4/6/2020,,
c $1-2 million,DICKSON COMPANY,3315 S. Pine Street,TACOMA,WA,98409,238910,Corporation,,,,,82,4/11/2020,,
c $1-2 million,DIETRICH TRUCKING LLC,7211 NE 43rd Avenue,VANCOUVER,WA,98661,484121,Limited  Liability Company(LLC),,,,,123,4/7/2020,,
c $1-2 million,DIMENSIONAL COMMUNICATIONS INC,1220 Anderson Road,MOUNT VERNON,WA,98274,238210,Corporation,,,,,71,4/11/2020,,
c $1-2 million,"DIN TAI FUNG (PACIFIC PLACE) RESTAURANT, LLC","600 Pine Street, Suite 403",SEATTLE,WA,98101,722511,Limited  Liability Company(LLC),,,,,170,4/8/2020,,
c $1-2 million,"DIN TAI FUNG (SOUTHCENTER) RESTAURANT, LLC",181 SOUTHCENTER MALL,TUKWILA,WA,98188,722511,Limited  Liability Company(LLC),,,,,148,4/7/2020,,
c $1-2 million,"DIN TAI FUNG (UNIVERSITY VILLAGE) RESTAURANT, LLC",2621 NE 46TH ST,SEATTLE,WA,98105,722511,Limited  Liability Company(LLC),,,,,185,4/7/2020,,
c $1-2 million,"DIVERSIFICATION, INC.",9877 40th Ave South 0.0,SEATTLE,WA,98118,442110,Corporation,,,,,111,4/9/2020,,
c $1-2 million,"DJC AUTOMOTIVE, INC.",6321 W Canal Drive,KENNEWICK,WA,99336,441110,Corporation,,,,,110,4/6/2020,,
c $1-2 million,DKB INC,702 North Calif Ave,PASCO,WA,99301,423330,Subchapter S Corporation,,,,,120,5/1/2020,,
c $1-2 million,DLM TRUCKING LLC,81 S Wells Road,SUNNYSIDE,WA,98944,484110,Limited  Liability Company(LLC),,,,,,4/28/2020,,
c $1-2 million,DOBLER LIMITED PARTERSHIP,3012 S. 47th St PO BOX,TACOMA,WA,98411,531210,Limited  Liability Company(LLC),,,,,173,4/14/2020,,
c $1-2 million,DON SMALL AND SONS DISTRIBUTOR CO,PO Box 626,AUBURN,WA,98071,424720,Corporation,,,,,108,4/13/2020,,
c $1-2 million,"DONA MARTITA, LLC",20308 Dayton Avenue North,SHORELINE,WA,98133,114111,Limited  Liability Company(LLC),,,,,33,6/30/2020,,
c $1-2 million,"DORSING FARMS, INC.",3408 ROAD 10.5 SE,OTHELLO,WA,99344,111421,Corporation,,,,,120,4/15/2020,,
c $1-2 million,DOUGHNUT CORPORATION OF AMERICA,401 Baker Blvd.,TUKWILA,WA,98188,445291,Corporation,,,,,123,4/15/2020,,
c $1-2 million,DOVETAIL GENERAL CONTRACTORS LLC,1143 NW 45TH ST,SEATTLE,WA,98107,236115,Limited  Liability Company(LLC),,,,,0,4/7/2020,,
c $1-2 million,DOXON MOTORS INC,3405 N. Auburn Way,AUBURN,WA,98002,441110,Corporation,,,,,0,4/27/2020,,
c $1-2 million,DP INCORPORATED GENERAL CONTRACTORS,19936 Ballinger Way NE,SHORELINE,WA,98155,236220,Corporation,,,,,0,4/7/2020,,
c $1-2 million,"DRAIN-PRO, INC.",5111 - 85th Avenue E.,PUYALLUP,WA,98371,562998,Subchapter S Corporation,,,,,81,4/11/2020,,
c $1-2 million,"DRIVESHOP, LLC",7530 164TH AVE Suite A112,REDMOND,WA,98052,561920,Limited  Liability Company(LLC),,,,,,4/7/2020,,
c $1-2 million,DRYWALL INC,8311 VALLEY AVE E,EDGEWOOD,WA,98371,238310,Corporation,,,,,101,4/14/2020,,
c $1-2 million,DSI CONSTRUCTION INC,4301 N Freya,SPOKANE,WA,99217,238990,Subchapter S Corporation,,,,,50,4/14/2020,,
c $1-2 million,"DTF PREP SEATTLE, LLC",4025 First Ave S,SEATTLE,WA,98134,722511,Limited  Liability Company(LLC),,,,,124,4/8/2020,,
c $1-2 million,DUNINGER CORPORATION,6605 200TH ST SW,LYNNWOOD,WA,98036,238210,Subchapter S Corporation,,,,,0,4/6/2020,,
c $1-2 million,"DWAYNE LANE'S SKAGIT, INC.",680 Auto Blvd,BURLINGTON,WA,98233,441110,Subchapter S Corporation,,,,,95,4/7/2020,,
c $1-2 million,DYNON AVIONICS INC,19825 141ST PL NE,WOODINVILLE,WA,98072,336413,Corporation,,,,,0,5/7/2020,,
c $1-2 million,"E Z LOADER ADJUSTABLE BOAT TRAILERS, INC",717 N Hamilton St,SPOKANE,WA,99202,336214,Corporation,,,,,113,4/28/2020,,
c $1-2 million,EAST COUNTY OPERATIONS LLC,7600 NE  41ST ST,VANCOUVER,WA,98662,999990,Limited  Liability Company(LLC),,,,,157,4/28/2020,,
c $1-2 million,EASTERDAY FARMS,5235 N Industrial Way,PASCO,WA,99301,111211,Partnership,,,,,0,4/7/2020,,
c $1-2 million,EASTERDAY FARMS PRODUCE CO,1427 N 1ST AVE,PASCO,WA,99301,424480,Subchapter S Corporation,,,,,0,4/7/2020,,
c $1-2 million,EASTSIDE EMERGENCY PHYSICIANS PLLC,751 NE Blakely Dr,ISSAQUAH,WA,98029,621111,Partnership,,,,,0,4/7/2020,,
c $1-2 million,ECLIPSE CONSTRUCTION LLC,11721 Steele Street South,TACOMA,WA,98444,236220,Limited  Liability Company(LLC),,,,,,4/11/2020,,
c $1-2 million,EDGE CONSTRUCTION SUPPY,1503 E RIVERSIDE AVE,SPOKANE,WA,99202,444190,Corporation,,,,,,4/13/2020,,
c $1-2 million,"EDUCATION FIRST CONSULTING, LLC",536 32ND AVE S,SEATTLE,WA,98144,541618,Limited  Liability Company(LLC),,,,,59,4/15/2020,,
c $1-2 million,EDUCATIONAL OPPORTUNITIES FOR CHILDREN AND FAMILIES,17800 SE Millplain  Blvd. # 150,VANCOUVER,WA,98683,624410,Non-Profit Organization,,,,,320,5/2/2020,,
c $1-2 million,EIGHT ROW LLC,7102 Woodlawn Avenue NE,SEATTLE,WA,98115,722511,Limited  Liability Company(LLC),,,,,27,4/27/2020,,
c $1-2 million,EL CENTRO DE LA RAZA,2524 16TH AVE S,SEATTLE,WA,98144,624410,Non-Profit Organization,,,,,0,4/14/2020,,
c $1-2 million,EL RINCONSITO DE JALISCO INC.,2606 70TH AVE E Suite 104,FIFE,WA,98424,722511,Subchapter S Corporation,,,,,0,4/4/2020,,
c $1-2 million,ELITE PROFESSIONALS HOME CARE COMPANY,PO Box 149,VANCOUVER,WA,98666,622110,Corporation,,,,,154,4/6/2020,,
c $1-2 million,"ELK CREEK INVESTMENTS, LLC",23201 Appleway,LIBERTY LAKE,WA,99019,332322,Corporation,,,,,215,4/9/2020,,
c $1-2 million,ELLIOTT BAY BREWING CO,255 SW 152ND ST,BURIEN,WA,98166,722410,Corporation,,,,,83,5/3/2020,,
c $1-2 million,ELLIOTT BAY DESIGN GROUP LLC,"5305 Shilshole Ave Nw, Suite 100",SEATTLE,WA,98107,541330,Limited  Liability Company(LLC),,,,,50,4/15/2020,,
c $1-2 million,EM PRECISION CONCRETE LLC,1407 Valentine Ave SE Ste 105,PACIFIC,WA,98047,238110,Limited  Liability Company(LLC),,,,,77,4/11/2020,,
c $1-2 million,"EMERALD DOWNS RACING, LLC",2300 Ron Crockett Dr NW,AUBURN,WA,98001,711212,Limited  Liability Company(LLC),,,,,207,4/28/2020,,
c $1-2 million,EMERGENCY MEDICINE ASSOCIATES PC,400 NE Mother Joseph Pl,VANCOUVER,WA,98664,621999,Corporation,,,,,43,5/3/2020,,
c $1-2 million,EMPIRE LUMBER CO,14 E MAIN AVE,SPOKANE,WA,99202,321912,Corporation,,,,,0,4/7/2020,,
c $1-2 million,"EMPRES AT CASPER, LLC",4601 NE 77TH AVE STE 300,VANCOUVER,WA,98662,623110,Limited  Liability Company(LLC),,,,,175,4/30/2020,,
c $1-2 million,ENDERIS COMPANY INC,253 S HOLDEN ST,SEATTLE,WA,98108,238310,Corporation,,,,,55,4/13/2020,,
c $1-2 million,"ENFIELD FARMS, INC",1064 Birch Bay-Lynden Rd,LYNDEN,WA,98264,111334,Sole Proprietorship,,,,,124,4/6/2020,,
c $1-2 million,ENTEK CORPORATION,1021 COLUMBIA BLVD,LONGVIEW,WA,98632,238220,Corporation,,,,,,4/28/2020,,
c $1-2 million,"ENZIAN, INC.",590 U.S. 2,LEAVENWORTH,WA,98826,721110,Corporation,,,,,178,4/7/2020,,
c $1-2 million,"EPIC ASSET MANAGEMENT, INC",219 East Garfield Street,SEATTLE,WA,98102,453998,Sole Proprietorship,,,,,175,4/14/2020,,
c $1-2 million,EPL FEED LLC,411 W Front St,SUMAS,WA,98295,311119,Limited  Liability Company(LLC),,,,,0,4/28/2020,,
c $1-2 million,EQUAL OPPORTUNITY SCHOOLS,130 Nickerson Street Suite 200,SEATTLE,WA,98109,611710,Non-Profit Organization,,,,,67,4/29/2020,,
c $1-2 million,ERSG US HOLDINGS INC,"1215 120th Ave NE, Suite 102",BELLEVUE,WA,98005,561320,Corporation,,,,,0,5/2/2020,,
c $1-2 million,"ETZ HAYIM HOLDING, INC.",1116 NW 51st St,SEATTLE,WA,98107,339999,Corporation,,,,,,5/1/2020,,
c $1-2 million,"EVENTCORE, LLC",4743 Ballard Ave NW Ste 200,SEATTLE,WA,98107,541519,Limited  Liability Company(LLC),,,,,70,4/13/2020,,
c $1-2 million,EVERGREEN AGRICULTURAL SERVICES LLC,6515 W CLEARWATER AVE STE 236,KENNEWICK,WA,99336,926140,Limited  Liability Company(LLC),,,,,195,4/7/2020,,
c $1-2 million,"EVERGREEN AT PETALUMA, LLC",4601 NE 77TH AVE STE 300,VANCOUVER,WA,98662,623110,Limited  Liability Company(LLC),,,,,126,4/30/2020,,
c $1-2 million,"EVERGREEN CONCRETE CUTTING, INC",767 VALENTINE AVE SE,PACIFIC,WA,98047,238910,Subchapter S Corporation,,,,,100,4/11/2020,,
c $1-2 million,EVERGREEN EMERGENCY SERVICES PS,12040 NE 128th St,KIRKLAND,WA,98034,621112,Corporation,,,,,75,4/15/2020,,
c $1-2 million,"EVERGREEN ERECTORS, INC.",20817 Locust Way,LYNNWOOD,WA,98036,238120,Corporation,,,,,47,4/15/2020,,
c $1-2 million,"EVERGREEN EYE HOLDING, PC",34719 6th Ave S,FEDERAL WAY,WA,98003,621111,Corporation,,,,,,4/27/2020,,
c $1-2 million,EVERGREEN FORD LLC,1500 18th Ave NW,ISSAQUAH,WA,98027,441110,Limited  Liability Company(LLC),,,,,124,4/28/2020,,
c $1-2 million,EVERGREEN RECOVERY CENTERS,11627 AIRPORT RD Suite B,EVERETT,WA,98204,622210,Non-Profit Organization,,,,,170,4/7/2020,,
c $1-2 million,EVERGREEN REFRIGERATION LLC,727 S KENYON ST SUITE A,SEATTLE,WA,98108,238220,Limited  Liability Company(LLC),,,,,163,4/7/2020,,
c $1-2 million,EVERGREEN TECHNOLOGIES INC,3623 E Marginal Way S,SEATTLE,WA,98134,238210,Tenant in Common,,,,,82,4/27/2020,,
c $1-2 million,EW BRANDT & SONS,561 RAGAN RD,WAPATO,WA,98951,111339,Corporation,,,,,110,4/9/2020,,
c $1-2 million,EXCELSIOR YOUTH CENTER,3754 W INDIAN TRAIL RD,SPOKANE,WA,99208,624110,Non-Profit Organization,,,,,0,4/7/2020,,
c $1-2 million,EXPERIENCE LEARNING COMMUNITY,325 5th Ave N,SEATTLE,WA,98109,813990,Sole Proprietorship,,,,,129,4/28/2020,,
c $1-2 million,"EXPRESS ELECTRIC, INC.",1354 PACIFIC PL Ste 102,FERNDALE,WA,98248,238210,Subchapter S Corporation,,,,,97,4/5/2020,,
c $1-2 million,"EXTERMINATORS, INCORPORATED",15500 Woodinville Redmond Rd NE C100,WOODINVILLE,WA,98072,561710,Limited  Liability Company(LLC),,,,,77,4/10/2020,,
c $1-2 million,"EYE ASSOCIATES NORTHWEST, PC","1101 Madison Street, Suite 600",SEATTLE,WA,98104,621111,Corporation,,,,,134,4/27/2020,,
c $1-2 million,"EYE PHYSICIANS OF OLYMPIA, INC., PS",345 COLLEGE ST SE Ste C,LACEY,WA,98503,621111,Corporation,,,,,0,4/3/2020,,
c $1-2 million,F1 CONSULTANCY LLC,22118 20th Ave SE,BOTHELL,WA,98021,541513,Limited  Liability Company(LLC),,,,,62,4/12/2020,,
c $1-2 million,FABER CONSTRUCTION CORPORATION,131 GROVER ST,LYNDEN,WA,98264,236220,Corporation,,,,,95,4/27/2020,,
c $1-2 million,"FAIN ANDERSON VANDERHOEF ROSENDAHL O'HALLORAN SPILLANE, PLLC",701 Fifth Ave Suite 4750,SEATTLE,WA,98104,541110,Limited  Liability Company(LLC),,,,,50,4/9/2020,,
c $1-2 million,"FAIRBANK CONSTRUCTION CO., INC.",220 MADISON AVE S,BAINBRIDGE ISLAND,WA,98110,236115,Corporation,,,,,71,4/14/2020,,
c $1-2 million,FARALLON CONSULTING LLC,975 5th Ave NW Ste. 100,ISSAQUAH,WA,98027,541620,Limited  Liability Company(LLC),,,,,91,4/12/2020,,
c $1-2 million,FARWEST OPERATING LLC,7537 Postma Rd,MOXEE,WA,98936,332322,Limited  Liability Company(LLC),,,,,83,4/12/2020,,
c $1-2 million,FARWEST SPORTS INC,4602 20TH ST,FIFE,WA,98424,451110,Corporation,,,,,,4/27/2020,,
c $1-2 million,FEDELTA HOME CARE LLC,155 NE 100th Street,SEATTLE,WA,98125,621610,Limited  Liability Company(LLC),,,,,210,4/13/2020,,
c $1-2 million,FEDERAL ENGINEERS AND CONSTRUCTORS,3240 RICHARDSON RD,RICHLAND,WA,99354,541330,Corporation,,,,,59,4/7/2020,,
c $1-2 million,FENIX EARTHWORKS LLC,PO BOX 677,BUCKLEY,WA,98321,238910,Limited  Liability Company(LLC),,,,,50,4/11/2020,,
c $1-2 million,FERGUSON CONSTRUCTION INC,13810 SE Eastgate Way Ste 110,BELLEVUE,WA,98005,236220,Corporation,,,,,60,4/15/2020,,
c $1-2 million,FERRY COUNTY PUBLIC HOSPITAL DISTRICT #1,36 Klondike Rd,REPUBLIC,WA,99166,622110,Non-Profit Organization,,,,,0,4/30/2020,,
c $1-2 million,FINLEY CHERRIES LLC,5400 S GARFIELD ST,KENNEWICK,WA,99337,111331,Limited  Liability Company(LLC),,,,,0,4/7/2020,,
c $1-2 million,FIREWALK STUDIOS LLC,6420 282nd Ave SE,ISSAQUAH,WA,98027,511210,Limited  Liability Company(LLC),,,,,43,4/28/2020,,
c $1-2 million,"FIRST ASSEMBLY OF GOD LIFE CENTER OF TACOMA, WASHINGTON",1717 S Union Ave,TACOMA,WA,98405,813110,Non-Profit Organization,,,,,302,4/14/2020,,
c $1-2 million,FISHERIES SUPPLY COMPANY,1900 N. Northlake Way,SEATTLE,WA,98103,423860,Corporation,,,,,108,4/14/2020,,
c $1-2 million,FLOYD BLINSKY TRUCKING INC.,210 Keys Road,YAKIMA,WA,98901,484110,Corporation,,,,,0,4/7/2020,,
c $1-2 million,FLOYD PETERSON COMPANY,1102 D Street NE,AUBURN,WA,98002,424430,Subchapter S Corporation,,,,,271,4/11/2020,,
c $1-2 million,FOOD LIFELINE,815 SOUTH 96TH  st,SEATTLE,WA,98108,624210,Non-Profit Organization,,,,,87,4/28/2020,,
c $1-2 million,FOREST RIDGE SCHOOL OF THE SACRED HEART,4800 139th Ave SE,BELLEVUE,WA,98006,611110,Non-Profit Organization,,,,,89,4/27/2020,,
c $1-2 million,"FORMIDABLE LABS, INC.",146 N CANAL ST STE 320,SEATTLE,WA,98103,541511,Subchapter S Corporation,,,,,68,4/11/2020,,
c $1-2 million,FORMOST FUJI CORPORATION,19211 144th Ave NE,WOODINVILLE,WA,98072,333993,Corporation,,,,,93,4/10/2020,,
c $1-2 million,FORREST SOUND PRODUCTS LLC,15115 NE 90th ST Ste A,REDMOND,WA,98052,423990,Limited  Liability Company(LLC),,,,,,4/7/2020,,
c $1-2 million,"FORSBERG & UMLAUF, P.S.",901 5th Ave; Ste 1400,SEATTLE,WA,98164,541110,Subchapter S Corporation,,,,,62,4/15/2020,,
c $1-2 million,FORTUNE RENTON LLC,3650 E Valley Rd,RENTON,WA,98057,722511,Limited  Liability Company(LLC),,,,,0,4/29/2020,,
c $1-2 million,"FORTUNE TUKWILA, LLC",14025 Interurban Ave S,TUKWILA,WA,98168,722511,Limited  Liability Company(LLC),,,,,0,4/29/2020,,
c $1-2 million,"FOUSHEE AND ASSOCIATES COMPANY, INC.",3260 118th Avenue SE,BELLEVUE,WA,98005,236220,Corporation,,,,,105,4/9/2020,,
c $1-2 million,FOY GROUP CORPORATION,901 Powell Ave SW Ste. 100,RENTON,WA,98057,238210,Subchapter S Corporation,,,,,19,4/10/2020,,
c $1-2 million,FRANKE TOBEY JONES,5340 N Bristol St,TACOMA,WA,98407,623311,Corporation,,,,,178,4/11/2020,,
c $1-2 million,"FRED AND DEBBIE, INC.",4213 Rural Avenue,BELLINGHAM,WA,98225,621610,Subchapter S Corporation,,,,,300,4/11/2020,,
c $1-2 million,FRENCH AMERICAN SCHOOL OF PUGET SOUND,3795 E MERCER WAY,MERCER ISLAND,WA,98040,611699,Non-Profit Organization,,,,,136,4/15/2020,,
c $1-2 million,FRIENDS OF KEXP,472 1st Ave N,SEATTLE,WA,98109,712110,Non-Profit Organization,,,,,124,4/8/2020,,
c $1-2 million,"FROSTY PACKING CO., LLC",1225 N 28TH AVE,YAKIMA,WA,98902,115114,Limited  Liability Company(LLC),,,,,210,4/13/2020,,
c $1-2 million,"FROSTY RIDGE ORCHARDS, LLC",1225 N 28TH AVE,YAKIMA,WA,98902,111331,Limited  Liability Company(LLC),,,,,206,4/13/2020,,
c $1-2 million,FUEL MEDICAL GROUP LLC,314 NE Birch Street,CAMAS,WA,98607,541611,Limited  Liability Company(LLC),,,,,105,4/15/2020,,
c $1-2 million,FUELCOMM INC,1730 MINOR AVE STE 1400,SEATTLE,WA,98101,517110,Corporation,,,,,80,5/3/2020,,
c $1-2 million,"FURHAVEN PET PRODUCTS, INC.","1201 11th Street, Suite 200B",BELLINGHAM,WA,98226,339999,Corporation,,,,,222,4/16/2020,,
c $1-2 million,"FWH ACQUISITION COMPANY, LLC",11715 N CREEK PKWY Suite C160,BOTHELL,WA,98011,423720,Limited  Liability Company(LLC),,,,,,4/15/2020,,
c $1-2 million,"G & G ELECTRIC AND PLUMBING DISTRIBUTORS, INC.","1900 NE 78th Street, Suite 101",VANCOUVER,WA,98665,444110,Subchapter S Corporation,,,,,116,4/11/2020,,
c $1-2 million,"G & W COMMERCIAL FLOORING, INC.",6407 South 221 Street,KENT,WA,98032,238330,Corporation,,,,,118,4/15/2020,,
c $1-2 million,"GARNER CONSTRUCTION, INC.",5301 Ravenna Ave NE #1,SEATTLE,WA,98105,236220,Subchapter S Corporation,,,,,33,4/9/2020,,
c $1-2 million,"GARNER ELECTRIC WASHINGTON, LLC",402 Valley Ave NE Ste 106,PUYALLUP,WA,98371,238910,Limited  Liability Company(LLC),,,,,141,4/11/2020,,
c $1-2 million,GASTROENTEROLOGY ASSOC CLINICAL PRACTICE PLLC,"500 LILLY RD NE, Ste 204",OLYMPIA,WA,98506,621111,Limited  Liability Company(LLC),,,,,0,4/8/2020,,
c $1-2 million,GATEWAY CONSTRUCTION SERVICES,5506 6th Ave South,SEATTLE,WA,98108,236115,Corporation,,,,,,4/10/2020,,
c $1-2 million,GB MANCHESTER INC.,6000 NE 88TH ST B-103,VANCOUVER,WA,98665,238210,Subchapter S Corporation,,,,,73,4/28/2020,,
c $1-2 million,"GIA ENTERPRISES, LTD",1882 136th Pl NE Suite 101,BELLEVUE,WA,98005,722513,Subchapter S Corporation,,,,,,4/15/2020,,
c $1-2 million,"GIFT SERVICES, INC.",1800 W FOURTH PLAIN BLVD STE 120B,VANCOUVER,WA,98660,452319,Corporation,,,,,69,4/16/2020,,
c $1-2 million,GINN GROUP LLC,502 NE 72ND CIR,VANCOUVER,WA,98665,237210,Limited  Liability Company(LLC),,,,,67,4/13/2020,,
c $1-2 million,"GIRLING KELLY DESIGN GROUP, LLC",619 Western Ave Suite 500,SEATTLE,WA,98104,541420,Limited  Liability Company(LLC),,,,,36,4/15/2020,,
c $1-2 million,GLANT PACIFIC COMPANIES,2230 4TH AVE South,SEATTLE,WA,98134,423510,Corporation,,,,,0,4/5/2020,,
c $1-2 million,GLASSYBABY LLC,3406 E. Union Street,SEATTLE,WA,98122,453998,Limited  Liability Company(LLC),,,,,0,4/10/2020,,
c $1-2 million,"GLOBAL MACHINE WORKS, INC",19130 59th Dr NE,ARLINGTON,WA,98223,332710,Corporation,,,,,97,4/13/2020,,
c $1-2 million,"GLP ATTORNEYS, P.S. INC",2601 4th Floor #6,SEATTLE,WA,98121,541110,Corporation,,,,,113,4/28/2020,,
c $1-2 million,GMS METAL WORKS INC,1427 20th St NW 0.0,AUBURN,WA,98001,332312,Subchapter S Corporation,,,,,95,4/14/2020,,
c $1-2 million,"GONZAGA PREPARATORY SCHOOL, INC.",1224 E. Euclid,SPOKANE,WA,99207,611110,Non-Profit Organization,,,,,0,4/7/2020,,
c $1-2 million,"GOOD CHEVROLET, INC.",325 SW 12TH ST,RENTON,WA,98057,441110,Subchapter S Corporation,,,,,87,4/11/2020,,
c $1-2 million,GOURMONDO CAFE & CATERING CO,2415 S AIRPORT WAY,SEATTLE,WA,98134,722320,Corporation,,,,,,4/8/2020,,
c $1-2 million,"GRADY EXCAVATING, INC.",828  2ND ST Suite D,MUKILTEO,WA,98275,237310,Corporation,,,,,67,4/5/2020,,
c $1-2 million,GRAHAM TRUCKING INC.,18811 16th Ave. S,SEATTLE,WA,98188,484110,Corporation,,,,,87,4/15/2020,,
c $1-2 million,GRAN INC,6535 5th Pl S Ste 200,SEATTLE,WA,98108,531311,Corporation,,,,,106,4/29/2020,,
c $1-2 million,GRAND HOTEL SPOKANE OPCO LLC,333 W SPOKANE FALLS BLVD,SPOKANE,WA,99201,721110,Limited  Liability Company(LLC),,,,,0,4/8/2020,,
c $1-2 million,"GRANDVIEW ENTERPRISES, INC.",7708 99TH ST NE,VANCOUVER,WA,98662,488510,Subchapter S Corporation,,,,,53,5/3/2020,,
c $1-2 million,GRAVIS LAW PLLC,503 Knight St Ste A,RICHLAND,WA,99352,541110,Limited  Liability Company(LLC),,,,,73,4/28/2020,,
c $1-2 million,GREAT RIVERS BEHAVIORAL HEALTH ORGANIZATION LLC,57 W MAIN ST STE 260,CHEHALIS,WA,98532,621112,Limited  Liability Company(LLC),,,,,92,6/17/2020,,
c $1-2 million,"GREAT WESTERN PACIFIC, INC",1301 ALASKAN WAY,SEATTLE,WA,98101,722511,Corporation,,,,,121,4/9/2020,,
c $1-2 million,"GREATR SEATTLE CONCRETE, INC.",17010 9th Ave SE,MILL CREEK,WA,98012,238110,Corporation,,,,,0,4/7/2020,,
c $1-2 million,"GREEN WILLOW TRUCKING, INC.",305 MAIN ST,BATTLE GROUND,WA,98604,326160,Subchapter S Corporation,,,,,115,4/14/2020,,
c $1-2 million,"GRIFFITH INDUSTRIES, INC.",7812 S 186TH PL,KENT,WA,98032,238990,Subchapter S Corporation,,,,,107,4/13/2020,,
c $1-2 million,"GRIOT'S GARAGE, INC.",3333 S 38th St,TACOMA,WA,98409,441310,Subchapter S Corporation,,,,,102,4/9/2020,,
c $1-2 million,GROVER CORTES AUTO GROUP INC.,3891 Northwest Ave.,BELLINGHAM,WA,98226,441110,Corporation,,,,,83,4/29/2020,,
c $1-2 million,"GRUND AND COMPANY, INC.",1115 N 97TH ST,SEATTLE,WA,98103,238320,Subchapter S Corporation,,,,,,4/27/2020,,
c $1-2 million,"H LODGE, LLC",7801 NE GREENWOOD DR,VANCOUVER,WA,98662,721110,Limited  Liability Company(LLC),,,,,190,4/14/2020,,
c $1-2 million,"HAAK FARM ADMINISTRATIVE SERVICES, INC.",840 KELLUM RD,OUTLOOK,WA,98938,115116,Subchapter S Corporation,,,,,,4/14/2020,,
c $1-2 million,HAGGARD ELECTRICAL CONTRACTING INC.,16702 65th Ave. SE,SNOHOMISH,WA,98296,238210,Subchapter S Corporation,,,,,74,4/11/2020,,
c $1-2 million,"HALME CONSTRUCTION, INC.","8727 W Hwy 2, Ste. 100",SPOKANE,WA,99224,237310,Corporation,,,,,0,4/7/2020,,
c $1-2 million,HANNER ENTERPRISES INC.,116 West State St,ABERDEEN,WA,98520,722513,Subchapter S Corporation,,,,,252,4/15/2020,,
c $1-2 million,"HANSEN FRUIT COMPANY, LLC",PO BOX 9755,YAKIMA,WA,98909,424480,Limited  Liability Company(LLC),,,,,163,4/14/2020,,
c $1-2 million,"HANSON CONSULTING GROUP, INC",5400 CARILLON PT,KIRKLAND,WA,98033,541611,Corporation,,,,,82,4/13/2020,,
c $1-2 million,"HANSON MOTORS, INC",2300 Carriage Loop SW,OLYMPIA,WA,98502,441110,Subchapter S Corporation,,,,,103,4/28/2020,,
